17 500 DH,Année-Modèle:1988,Kilométrage:15 000 - 19 999,Type de carburant:Essence,Marque:Peugeot,Modèle:205,Puissance fiscale:6 CV,Secteur:hay_hassani,"Type:Voitures, Offre", Casablanca
25 000 DH,Année-Modèle:1998,Kilométrage:20 000 - 24 999,Type de carburant:Essence,Marque:Honda,Modèle:Civic,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Kénitra,Numéro vérifié 
150 000 DH,Année-Modèle:2016,Kilométrage:45 000 - 49 999,Type de carburant:Diesel,Marque:Citroen,Modèle:C4,Puissance fiscale:-,-,"Type:Voitures, Offre", Tanger
125 000 DH,Année-Modèle:2013,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Chevrolet,Modèle:Cruze,Puissance fiscale:8 CV,Secteur:allal_el_fassi,"Type:Voitures, Offre", Marrakech,Numéro vérifié 
55 000 DH,Année-Modèle:2011,Kilométrage:110 000 - 119 999,Type de carburant:Essence,Marque:Hyundai,Modèle:i 10,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Meknès
69 000 DH,Année-Modèle:2007,Kilométrage:20 000 - 24 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Nador
60 000 DH,Année-Modèle:2010,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Sandero,Puissance fiscale:-,Secteur:mimosas,"Type:Voitures, Offre", Mohammedia
65 000 DH,Année-Modèle:2007,Kilométrage:45 000 - 49 999,Type de carburant:Diesel,Marque:Opel,Modèle:Zafira,Puissance fiscale:-,-,"Type:Voitures, Offre", Essaouira
60 000 DH,Année-Modèle:2007,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Renault,Modèle:Clio,Puissance fiscale:-,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
63 000 DH,Année-Modèle:2011,Kilométrage:110 000 - 119 999,Type de carburant:Essence,Marque:Peugeot,Modèle:207,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Fès
75 000 DH,Année-Modèle:2000,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 4,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Larache,Numéro vérifié 
80 000 DH,Année-Modèle:2013,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:Bipper,Puissance fiscale:-,-,"Type:Voitures, Offre", Tanger
129 000 DH,Année-Modèle:2008,Kilométrage:170 000 - 179 999,Type de carburant:Diesel,Marque:Audi,Modèle:Q7,Puissance fiscale:-,Secteur:autre_secteur,"Type:Voitures, Offre", Tanger
155 000 DH,Année-Modèle:2009,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:220,Puissance fiscale:8 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
27 000 DH,Année-Modèle:1997,Kilométrage:5 000 - 9 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Uno,Puissance fiscale:-,-,"Type:Voitures, Offre", Tanger
60 000 DH,Année-Modèle:2008,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:6 CV,Secteur:anfa,"Type:Voitures, Offre", Casablanca
94 000 DH,Année-Modèle:2009,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:6 CV,Secteur:toute_la_ville,"Type:Voitures, Offre", Berrechid,Numéro vérifié 
40 000 DH,Année-Modèle:2001,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Nissan,Modèle:TERRANO,Puissance fiscale:-,Secteur:gueliz,"Type:Voitures, Offre", Marrakech
25 000 DH,Année-Modèle:1985,Kilométrage:50 000 - 54 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:190,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Khemisset
85 000 DH,Année-Modèle:2011,Kilométrage:55 000 - 59 999,Type de carburant:Diesel,Marque:Nissan,Modèle:Murano,Puissance fiscale:15 CV,-,"Type:Voitures, Offre", Bousselham
125 000 DH,Année-Modèle:2010,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 6,Puissance fiscale:6 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
36 000 DH,Année-Modèle:1997,Kilométrage:30 000 - 34 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:306,Puissance fiscale:-,Secteur:ahlane,"Type:Voitures, Offre", Tanger
240 000 DH,Année-Modèle:2015,Kilométrage:65 000 - 69 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:CC,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
184 000 DH,Année-Modèle:2015,Kilométrage:70 000 - 74 999,Type de carburant:Diesel,Marque:Ford,Modèle:Kuga,Puissance fiscale:-,-,"Type:Voitures, Offre", Meknès
185 000 DH,Année-Modèle:2014,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Honda,Modèle:CR-V,Puissance fiscale:9 CV,Secteur:hay_nahda,"Type:Voitures, Offre", Rabat
17 000 DH,Année-Modèle:1988,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Citroen,Modèle:BX,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Agadir,Numéro vérifié 
315 000 DH,Année-Modèle:2017,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Tiguan,Puissance fiscale:8 CV,Secteur:aarid,"Type:Voitures, Offre", Nador,Numéro vérifié 
85 000 DH,Année-Modèle:2009,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:-,Secteur:hay_riad,"Type:Voitures, Offre", Rabat
160 000 DH,Année-Modèle:2009,Kilométrage:15 000 - 19 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Tiguan,Puissance fiscale:-,Secteur:anfa,"Type:Voitures, Offre", Casablanca
38 000 DH,Année-Modèle:1984,Kilométrage:60 000 - 64 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:190,Puissance fiscale:8 CV,Secteur:centre_ville,"Type:Voitures, Offre", Tétouan
56 000 DH,Année-Modèle:2007,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Accent,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Fès
112 000 DH,Année-Modèle:2016,Kilométrage:65 000 - 69 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Accent,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Tanger,Numéro vérifié 
210 000 DH,Année-Modèle:2012,Kilométrage:10 000 - 14 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:CC,Puissance fiscale:8 CV,Secteur:hay_atlas,"Type:Voitures, Offre", Fès
115 000 DH,Année-Modèle:2012,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Seat,Modèle:Leon,Puissance fiscale:6 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
141 000 DH,Année-Modèle:2016,Kilométrage:50 000 - 54 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:6 CV,Secteur:gauthier,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
78 000 DH,Année-Modèle:2012,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Renault,Modèle:Clio,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Marrakech
29 000 DH,Année-Modèle:1989,Kilométrage:25 000 - 29 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:405,Puissance fiscale:-,Secteur:sidi_bernoussi,"Type:Voitures, Offre", Casablanca
35 000 DH,Année-Modèle:2005,Kilométrage:100 000 - 109 999,Type de carburant:Essence,Marque:Volkswagen,Modèle:Gol,Puissance fiscale:-,Secteur:el_houda,"Type:Voitures, Offre", Agadir
79 000 DH,Année-Modèle:2009,Kilométrage:110 000 - 119 999,Type de carburant:Essence,Marque:mini,Modèle:cooper,Puissance fiscale:8 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
44 000 DH,Année-Modèle:2008,Kilométrage:150 000 - 159 999,Type de carburant:Essence,Marque:Fiat,Modèle:Punto,Puissance fiscale:7 CV,Secteur:hay_riad,"Type:Voitures, Offre", Rabat
85 000 DH,Année-Modèle:2009,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Alfa Romeo,Modèle:159,Puissance fiscale:8 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
40 000 DH,Année-Modèle:2001,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Citroen,Modèle:XSARA,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Rabat,Numéro vérifié 
87 000 DH,Année-Modèle:2015,Kilométrage:75 000 - 79 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
19 500 DH,Année-Modèle:1999,Kilométrage:5 000 - 9 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:205,Puissance fiscale:7 CV,Secteur:yacoub_el_mansour,"Type:Voitures, Offre", Rabat,Numéro vérifié 
98 000 DH,Année-Modèle:2010,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Chevrolet,Modèle:Captiva,Puissance fiscale:8 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
69 000 DH,Année-Modèle:2015,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
48 000 DH,Année-Modèle:2006,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:-,Secteur:medina,"Type:Voitures, Offre", Salé
158 000 DH,Année-Modèle:2015,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Touran,Puissance fiscale:8 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
190 000 DH,Année-Modèle:2014,Kilométrage:95 000 - 99 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 7,Puissance fiscale:-,Secteur:massira,"Type:Voitures, Offre", Marrakech
258 000 DH,Année-Modèle:2014,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Tiguan,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Fès,Numéro vérifié 
112 000 DH,Année-Modèle:2011,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Ford,Modèle:Focus,Puissance fiscale:6 CV,Secteur:sidi_othmane,"Type:Voitures, Offre", Casablanca
137 000 DH,Année-Modèle:2016,Kilométrage:70 000 - 74 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Accent,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Safi,Numéro vérifié 
80 000 DH,Année-Modèle:2009,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Nissan,Modèle:Navara,Puissance fiscale:10 CV,-,"Type:Voitures, Offre", Tanger
87 000 DH,Année-Modèle:2012,Kilométrage:170 000 - 179 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:-,Secteur:centre_ville,"Type:Voitures, Offre", Oujda
110 000 DH,Année-Modèle:2012,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Mazda,Modèle:BT-50,Puissance fiscale:10 CV,-,"Type:Voitures, Offre", Tanger,Numéro vérifié 
63 000 DH,Année-Modèle:2008,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Mitsubishi,Modèle:pajero,Puissance fiscale:11 CV,-,"Type:Voitures, Offre", Casablanca
47 000 DH,Année-Modèle:2006,Kilométrage:200 000 - 249 999,Type de carburant:Essence,Marque:Mazda,Modèle:6,Puissance fiscale:-,-,"Type:Voitures, Offre", Fès
90 000 DH,Année-Modèle:2009,Kilométrage:10 000 - 14 999,Type de carburant:Diesel,Marque:Renault,Modèle:Grand Espace,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Casablanca
50 000 DH,Année-Modèle:1985,Kilométrage:400 000 - 449 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:190,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
195 000 DH,Année-Modèle:2014,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 7,Puissance fiscale:-,-,"Type:Voitures, Offre", Rabat
50 000 DH,Année-Modèle:2005,Kilométrage:20 000 - 24 999,Type de carburant:Diesel,Marque:Kia,Modèle:Cerato,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Safi
122 000 DH,Année-Modèle:2017,Kilométrage:45 000 - 49 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Sandero,Puissance fiscale:-,Secteur:route_jerada,"Type:Voitures, Offre", Oujda
37 000 DH,Année-Modèle:2006,Kilométrage:20 000 - 24 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:-,Secteur:hay_el_fath,"Type:Voitures, Offre", Rabat
75 000 DH,Année-Modèle:2008,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Marrakech
36 000 DH,Année-Modèle:2008,Kilométrage:180 000 - 189 999,Type de carburant:Essence,Marque:Volkswagen,Modèle:Gol,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Agadir,Numéro vérifié 
27 000 DH,Année-Modèle:2002,Kilométrage:70 000 - 74 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Uno,Puissance fiscale:6 CV,Secteur:sidi_said,"Type:Voitures, Offre", Meknès
64 500 DH,Année-Modèle:2007,Kilométrage:300 000 - 349 999,Type de carburant:Diesel,Marque:Ford,Modèle:Fiesta,Puissance fiscale:-,-,"Type:Voitures, Offre", Meknès
40 000 DH,Année-Modèle:1993,Kilométrage:25 000 - 29 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:205,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Fès,Numéro vérifié 
25 000 DH,Année-Modèle:1985,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:205,Puissance fiscale:7 CV,Secteur:el_matar,"Type:Voitures, Offre", Safi,Numéro vérifié 
15 000 DH,Année-Modèle:2003,Kilométrage:0 - 4 999,Type de carburant:Electrique,Marque:Foton,Modèle:Forland,Puissance fiscale:-,Secteur:ain_sebaa,"Type:Voitures, Offre", Casablanca
230 000 DH,Année-Modèle:2011,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe C,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
95 000 DH,Année-Modèle:2013,Kilométrage:190 000 - 199 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:6 CV,Secteur:ain_sebaa,"Type:Voitures, Offre", Casablanca
210 000 DH,Année-Modèle:2017,Kilométrage:55 000 - 59 999,Type de carburant:Diesel,Marque:Skoda,Modèle:Octavia,Puissance fiscale:-,Secteur:le_centreville,"Type:Voitures, Offre", Agadir
65 000 DH,Année-Modèle:2003,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Passat,Puissance fiscale:-,Secteur:el_alia,"Type:Voitures, Offre", Mohammedia
67 000 DH,Année-Modèle:2000,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 4,Puissance fiscale:8 CV,Secteur:massira,"Type:Voitures, Offre", Rabat
140 000 DH,Année-Modèle:2013,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Fiat,Modèle:500L,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Rabat
55 000 DH,Année-Modèle:2003,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:250,Puissance fiscale:-,-,"Type:Voitures, Offre", Fès
55 000 DH,Année-Modèle:2018,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Ford,Modèle:Mondeo,Puissance fiscale:-,-,"Type:Voitures, Offre", Tanger
495 000 DH,Année-Modèle:2017,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Jeep,Modèle:Grand Cherokee,Puissance fiscale:12 CV,Secteur:maarif,"Type:Voitures, Offre", Casablanca
508 000 DH,Année-Modèle:2014,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Land Rover,Modèle:Range Rover,Puissance fiscale:12 CV,Secteur:maarif,"Type:Voitures, Offre", Casablanca
58 000 DH,Année-Modèle:2000,Kilométrage:130 000 - 139 999,Type de carburant:Essence,Marque:Audi,Modèle:TT,Puissance fiscale:10 CV,Secteur:maarif,"Type:Voitures, Offre", Casablanca
74 000 DH,Année-Modèle:2010,Kilométrage:190 000 - 199 999,Type de carburant:Diesel,Marque:Opel,Modèle:Corsa,Puissance fiscale:5 CV,-,"Type:Voitures, Offre", Fès
60 000 DH,Année-Modèle:2008,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Fiat,Modèle:GRANDE PUNTO,Puissance fiscale:-,-,"Type:Voitures, Offre", Rabat
28 000 DH,Année-Modèle:1994,Kilométrage:90 000 - 94 999,Type de carburant:Essence,Marque:Renault,Modèle:19,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Casablanca
55 000 DH,Année-Modèle:2003,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Renault,Modèle:Laguna,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Salé
900 000 DH,Année-Modèle:2008,Kilométrage:5 000 - 9 999,Type de carburant:Diesel,Marque:Kia,Modèle:Sorento,Puissance fiscale:-,-,"Type:Voitures, Offre", Marrakech
67 000 DH,Année-Modèle:2005,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:6 CV,Secteur:toute_la_ville,"Type:Voitures, Offre", Ait Melloul,Numéro vérifié 
125 000 DH,Année-Modèle:2017,Kilométrage:45 000 - 49 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:301,Puissance fiscale:-,-,"Type:Voitures, Offre", Kénitra
540 000 DH,Année-Modèle:2018,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe A,Puissance fiscale:6 CV,Secteur:hay_el_qods,"Type:Voitures, Offre", Oujda
62 000 DH,Année-Modèle:2010,Kilométrage:120 000 - 129 999,Type de carburant:Essence,Marque:Renault,Modèle:Symbol,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Ouarzazate,Numéro vérifié 
58 000 DH,Année-Modèle:2003,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Renault,Modèle:Megane,Puissance fiscale:-,Secteur:targa,"Type:Voitures, Offre", Marrakech
205 000 DH,Année-Modèle:2011,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Touareg,Puissance fiscale:12 CV,Secteur:maarif,"Type:Voitures, Offre", Casablanca
54 000 DH,Année-Modèle:2010,Kilométrage:10 000 - 14 999,Type de carburant:Essence,Marque:Ford,Modèle:Mondeo,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Essaouira
215 000 DH,Année-Modèle:2012,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Audi,Modèle:A4,Puissance fiscale:8 CV,Secteur:maarif,"Type:Voitures, Offre", Casablanca
35 000 DH,Année-Modèle:2002,Kilométrage:5 000 - 9 999,Type de carburant:Diesel,Marque:Suzuki,Modèle:Alto,Puissance fiscale:5 CV,-,"Type:Voitures, Offre", Casablanca
210 000 DH,Année-Modèle:2013,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Audi,Modèle:A3,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
158 000 DH,Année-Modèle:2015,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Caddy,Puissance fiscale:6 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
50 000 DH,Année-Modèle:2011,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Albea,Puissance fiscale:6 CV,Secteur:miftah_el_kheir,"Type:Voitures, Offre", Safi,Numéro vérifié 
96 000 DH,Année-Modèle:2007,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Tucson,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Kénitra
65 000 DH,Année-Modèle:2009,Kilométrage:15 000 - 19 999,Type de carburant:Electrique,Marque:Renault,Modèle:Kangoo,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Tan-Tan
140 000 DH,Année-Modèle:2013,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Ford,Modèle:Focus,Puissance fiscale:6 CV,Secteur:hay_atlas,"Type:Voitures, Offre", Fès,Numéro vérifié 
330 000 DH,Année-Modèle:2015,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Land Rover,Modèle:Range Rover Evoque,Puissance fiscale:9 CV,Secteur:maarif,"Type:Voitures, Offre", Casablanca
68 000 DH,Année-Modèle:1993,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:190,Puissance fiscale:8 CV,Secteur:oulfa,"Type:Voitures, Offre", Casablanca
85 000 DH,Année-Modèle:2012,Kilométrage:85 000 - 89 999,Type de carburant:Essence,Marque:Volkswagen,Modèle:Polo,Puissance fiscale:7 CV,Secteur:oulfa,"Type:Voitures, Offre", Casablanca
172 000 DH,Année-Modèle:2011,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:BMW,Modèle:Serie 1,Puissance fiscale:9 CV,Secteur:hay_salam,"Type:Voitures, Offre", Salé
106 000 DH,Année-Modèle:2013,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 4,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Rabat,Numéro vérifié 
34 000 DH,Année-Modèle:2003,Kilométrage:180 000 - 189 999,Type de carburant:Essence,Marque:Fiat,Modèle:Palio,Puissance fiscale:-,Secteur:guich_oudaya,"Type:Voitures, Offre", Rabat
58 000 DH,Année-Modèle:2005,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:Partner,Puissance fiscale:-,Secteur:autre_secteur,"Type:Voitures, Offre", Agadir
16 000 DH,Année-Modèle:1983,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Jetta,Puissance fiscale:6 CV,Secteur:toute_la_ville,"Type:Voitures, Offre", Taza,Numéro vérifié 
78 000 DH,Année-Modèle:2006,Kilométrage:130 000 - 139 999,Type de carburant:Essence,Marque:BMW,Modèle:X3,Puissance fiscale:-,Secteur:centre_ville,"Type:Voitures, Offre", Oujda
50 000 DH,Année-Modèle:2003,Kilométrage:10 000 - 14 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:Partner,Puissance fiscale:-,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
63 000 DH,Année-Modèle:2009,Kilométrage:190 000 - 199 999,Type de carburant:Essence,Marque:Renault,Modèle:Clio,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Oujda,Numéro vérifié 
32 000 DH,Année-Modèle:1991,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Renault,Modèle:19,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Fès,Numéro vérifié 
279 000 DH,Année-Modèle:2014,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:BMW,Modèle:Serie 5,Puissance fiscale:8 CV,Secteur:riyad_extension,"Type:Voitures, Offre", Rabat,Numéro vérifié 
20 000 DH,Année-Modèle:1998,Kilométrage:200 000 - 249 999,Type de carburant:Essence,Marque:Ford,Modèle:Mondeo,Puissance fiscale:10 CV,-,"Type:Voitures, Offre", Marrakech
80 000 DH,Année-Modèle:2012,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:207,Puissance fiscale:6 CV,Secteur:ain_sebaa,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
29 000 DH,Année-Modèle:1994,Kilométrage:200 000 - 249 999,Type de carburant:Essence,Marque:Peugeot,Modèle:106,Puissance fiscale:5 CV,-,"Type:Voitures, Offre", Temara,Numéro vérifié 
38 000 DH,Année-Modèle:1991,Kilométrage:15 000 - 19 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:405,Puissance fiscale:-,Secteur:toute_la_ville,"Type:Voitures, Offre", Sidi Kacem
25 000 DH,Année-Modèle:1996,Kilométrage:5 000 - 9 999,Type de carburant:Essence,Marque:Fiat,Modèle:Uno,Puissance fiscale:-,Secteur:toute_la_ville,"Type:Voitures, Offre", Agadir Melloul
79 000 DH,Année-Modèle:2013,Kilométrage:95 000 - 99 999,Type de carburant:Diesel,Marque:BMW,Modèle:Serie 4,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Berkane
75 000 DH,Année-Modèle:2012,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Renault,Modèle:Clio,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Mediouna
67 000 DH,Année-Modèle:2010,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:Partner,Puissance fiscale:7 CV,Secteur:autre_secteur,"Type:Voitures, Offre", Nador
68 000 DH,Année-Modèle:2007,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Toyota,Modèle:Prado,Puissance fiscale:12 CV,Secteur:guich_oudaya,"Type:Voitures, Offre", Rabat
65 000 DH,Année-Modèle:1993,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:190,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Meknassa Al Gharbia,Numéro vérifié 
78 000 DH,Année-Modèle:2013,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:i 30,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Bouznika
85 000 DH,Année-Modèle:2017,Kilométrage:45 000 - 49 999,Type de carburant:Essence,Marque:Fiat,Modèle:Panda,Puissance fiscale:-,-,"Type:Voitures, Offre", Marrakech
850 000 DH,Année-Modèle:2017,Kilométrage:0 - 4 999,Type de carburant:Essence,Marque:Nissan,Modèle:PATROL,Puissance fiscale:15 CV,Secteur:gauthier,"Type:Voitures, Offre", Casablanca
99 000 DH,Année-Modèle:2012,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Renault,Modèle:Megane,Puissance fiscale:6 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
630 000 DH,Année-Modèle:2012,Kilométrage:120 000 - 129 999,Type de carburant:Essence,Marque:Peugeot,Modèle:107,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
760 000 DH,Année-Modèle:2013,Kilométrage:60 000 - 64 999,Type de carburant:Essence,Marque:Mercedes-Benz,Modèle:Classe G,Puissance fiscale:24 CV,Secteur:anfa,"Type:Voitures, Offre", Casablanca
395 000 DH,Année-Modèle:2018,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Toyota,Modèle:Hilux,Puissance fiscale:8 CV,Secteur:gauthier,"Type:Voitures, Offre", Casablanca
